"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年5月9日","1,469.48","1,470.98","1,491.38","1,466.97","1.48B","-0.84%"
"2019年5月8日","1,481.87","1,469.24","1,515.16","1,465.09","1.67B","-1.48%"
"2019年5月7日","1,504.16","1,506.97","1,523.66","1,474.50","1.99B","0.62%"
"2019年5月6日","1,494.89","1,551.72","1,563.61","1,487.45","2.51B","-7.94%"
"2019年4月30日","1,623.78","1,612.11","1,634.71","1,608.72","1.79B","0.51%"
"2019年4月29日","1,615.62","1,658.19","1,661.06","1,611.22","2.49B","-2.55%"
"2019年4月26日","1,657.82","1,664.04","1,682.46","1,653.69","2.19B","-0.73%"
"2019年4月25日","1,669.98","1,709.83","1,723.66","1,669.24","2.52B","-2.84%"
"2019年4月24日","1,718.85","1,690.28","1,721.42","1,676.64","2.28B","2.08%"
"2019年4月23日","1,683.80","1,695.27","1,706.08","1,677.73","2.04B","-0.81%"
"2019年4月22日","1,697.51","1,720.78","1,723.56","1,690.64","2.39B","-1.07%"
"2019年4月19日","1,715.80","1,704.72","1,715.80","1,692.49","2.26B","0.66%"
"2019年4月18日","1,704.55","1,715.18","1,719.96","1,702.93","2.17B","-0.75%"
"2019年4月17日","1,717.44","1,699.19","1,729.21","1,697.97","2.78B","1.17%"
"2019年4月16日","1,697.53","1,656.76","1,697.53","1,638.30","2.53B","1.84%"
"2019年4月15日","1,666.90","1,721.64","1,726.20","1,666.65","2.26B","-1.70%"
"2019年4月12日","1,695.73","1,692.43","1,702.35","1,683.29","1.95B","0.27%"
"2019年4月11日","1,691.10","1,727.22","1,732.61","1,688.10","2.51B","-2.06%"
"2019年4月10日","1,726.64","1,727.97","1,740.85","1,714.64","3.02B","-0.83%"
"2019年4月9日","1,741.17","1,734.18","1,753.52","1,721.32","2.52B","0.09%"
"2019年4月8日","1,739.66","1,787.96","1,792.03","1,720.00","3.21B","-2.12%"
"2019年4月4日","1,777.26","1,780.28","1,784.47","1,761.05","3.02B","0.51%"
"2019年4月3日","1,768.18","1,743.99","1,769.76","1,739.14","2.91B","0.80%"
"2019年4月2日","1,754.16","1,771.69","1,774.98","1,747.44","3.42B","-0.38%"
"2019年4月1日","1,760.89","1,710.16","1,766.37","1,710.16","3.30B","3.98%"
"2019年3月29日","1,693.55","1,633.38","1,693.55","1,628.74","2.67B","4.10%"
"2019年3月28日","1,626.82","1,632.04","1,659.94","1,624.01","1.99B","-0.67%"
"2019年3月27日","1,637.77","1,640.21","1,645.56","1,616.60","2.10B","0.46%"
"2019年3月26日","1,630.19","1,680.78","1,684.36","1,627.23","2.63B","-2.32%"
"2019年3月25日","1,668.84","1,662.76","1,695.09","1,658.45","2.52B","-1.48%"
"2019年3月22日","1,693.87","1,703.97","1,703.97","1,660.33","2.62B","-0.59%"
"2019年3月21日","1,703.85","1,683.55","1,716.45","1,677.65","3.41B","0.94%"
"2019年3月20日","1,687.90","1,701.73","1,705.59","1,654.30","2.82B","-1.23%"
"2019年3月19日","1,708.87","1,706.19","1,730.35","1,693.54","2.76B","0.11%"
"2019年3月18日","1,707.06","1,671.28","1,707.06","1,652.88","2.71B","2.67%"
"2019年3月15日","1,662.62","1,667.78","1,685.08","1,642.70","2.69B","0.75%"
"2019年3月14日","1,650.19","1,676.61","1,700.52","1,628.63","3.46B","-2.58%"
"2019年3月13日","1,693.86","1,769.55","1,769.55","1,682.36","4.21B","-4.49%"
"2019年3月12日","1,773.43","1,733.43","1,789.16","1,733.43","5.34B","2.64%"
"2019年3月11日","1,727.80","1,673.40","1,728.33","1,656.14","4.30B","4.43%"
"2019年3月8日","1,654.49","1,647.85","1,718.38","1,635.45","5.29B","-2.24%"
"2019年3月7日","1,692.42","1,699.60","1,719.15","1,666.37","4.65B","-0.48%"
"2019年3月6日","1,700.50","1,684.97","1,704.10","1,661.01","4.67B","1.43%"
"2019年3月5日","1,676.57","1,615.59","1,676.57","1,613.50","4.20B","3.51%"
"2019年3月4日","1,619.71","1,596.55","1,651.01","1,593.26","4.45B","3.31%"
"2019年3月1日","1,567.87","1,558.90","1,568.32","1,532.45","2.87B","2.10%"
"2019年2月28日","1,535.68","1,522.63","1,549.33","1,519.76","2.88B","1.00%"
"2019年2月27日","1,520.42","1,544.16","1,555.59","1,503.68","3.58B","-1.72%"
"2019年2月26日","1,546.99","1,549.24","1,581.83","1,532.44","4.75B","0.69%"
"2019年2月25日","1,536.37","1,487.30","1,538.16","1,481.17","4.16B","5.50%"
"2019年2月22日","1,456.30","1,409.86","1,456.30","1,407.29","2.82B","3.10%"
"2019年2月21日","1,412.54","1,405.52","1,452.39","1,401.77","2.86B","0.30%"
"2019年2月20日","1,408.38","1,406.99","1,417.89","1,387.90","1.89B","0.17%"
"2019年2月19日","1,406.04","1,419.04","1,427.14","1,391.57","2.66B","-0.53%"
"2019年2月18日","1,413.60","1,364.94","1,413.77","1,364.94","2.46B","4.11%"
"2019年2月15日","1,357.84","1,360.76","1,371.96","1,355.78","1.92B","-0.30%"
"2019年2月14日","1,361.94","1,357.78","1,369.78","1,349.47","1.82B","0.31%"
"2019年2月13日","1,357.67","1,335.16","1,362.64","1,333.11","2.31B","1.91%"
"2019年2月12日","1,332.27","1,316.91","1,336.14","1,314.91","1.74B","1.23%"
"2019年2月11日","1,316.10","1,275.22","1,319.18","1,274.73","1.72B","3.53%"
"2019年2月1日","1,271.27","1,233.38","1,272.19","1,233.38","1.57B","3.52%"
"2019年1月31日","1,227.99","1,231.00","1,243.59","1,220.95","1.52B","-0.23%"
"2019年1月30日","1,230.82","1,238.28","1,248.96","1,230.82","1.25B","-1.03%"
"2019年1月29日","1,243.59","1,259.80","1,259.80","1,229.48","1.41B","-1.28%"
"2019年1月28日","1,259.74","1,272.37","1,279.82","1,257.53","1.34B","-0.45%"
"2019年1月25日","1,265.49","1,266.63","1,276.99","1,261.41","1.44B","0.03%"
"2019年1月24日","1,265.16","1,252.38","1,272.49","1,248.06","1.39B","1.12%"
"2019年1月23日","1,251.13","1,250.83","1,255.41","1,244.94","951.97M","-0.09%"
"2019年1月22日","1,252.24","1,273.47","1,273.47","1,247.45","1.20B","-1.77%"
"2019年1月21日","1,274.79","1,271.39","1,283.14","1,266.80","1.31B","0.42%"
"2019年1月18日","1,269.50","1,255.60","1,270.00","1,248.85","1.28B","1.45%"
"2019年1月17日","1,251.41","1,267.82","1,267.82","1,251.15","1.20B","-1.25%"
"2019年1月16日","1,267.30","1,267.14","1,277.27","1,262.27","1.30B","0.08%"
"2019年1月15日","1,266.27","1,243.93","1,267.65","1,238.59","1.38B","1.63%"
"2019年1月14日","1,246.00","1,263.02","1,264.04","1,243.53","1.13B","-1.23%"
"2019年1月11日","1,261.56","1,260.00","1,266.67","1,252.30","1.20B","0.20%"
"2019年1月10日","1,258.99","1,262.10","1,270.66","1,255.74","1.26B","-0.28%"
"2019年1月9日","1,262.52","1,263.73","1,285.31","1,258.62","1.52B","-0.08%"
"2019年1月8日","1,263.51","1,262.20","1,270.43","1,258.57","1.28B","-0.36%"
"2019年1月7日","1,268.06","1,250.40","1,270.36","1,244.82","1.54B","1.84%"
"2019年1月4日","1,245.16","1,203.67","1,246.39","1,201.80","1.60B","2.52%"
"2019年1月3日","1,214.50","1,226.74","1,240.29","1,213.87","1.25B","-1.16%"
"2019年1月2日","1,228.77","1,250.62","1,251.23","1,226.87","1.12B","-1.74%"
"2018年12月28日","1,250.53","1,248.06","1,253.84","1,236.28","1.31B","0.20%"
"2018年12月27日","1,248.08","1,283.17","1,285.52","1,246.79","1.36B","-1.26%"
"2018年12月26日","1,264.07","1,272.24","1,280.36","1,262.34","1.14B","-0.74%"
"2018年12月25日","1,273.45","1,269.14","1,279.70","1,243.97","1.42B","-0.85%"
"2018年12月24日","1,284.33","1,267.23","1,285.69","1,263.57","908.17M","1.10%"
"2018年12月21日","1,270.30","1,274.04","1,279.50","1,259.81","1.01B","-0.61%"
"2018年12月20日","1,278.16","1,266.76","1,282.11","1,265.88","951.74M","0.74%"
"2018年12月19日","1,268.81","1,295.89","1,296.86","1,265.75","952.09M","-1.90%"
"2018年12月18日","1,293.34","1,293.15","1,307.90","1,282.96","1.03B","-0.45%"
"2018年12月17日","1,299.17","1,303.88","1,306.95","1,284.66","1.09B","-0.86%"
"2018年12月14日","1,310.46","1,346.90","1,346.90","1,309.44","1.28B","-2.82%"
"2018年12月13日","1,348.50","1,341.55","1,357.02","1,327.02","1.24B","0.73%"
"2018年12月12日","1,338.73","1,343.90","1,347.74","1,335.35","974.56M","0.05%"
"2018年12月11日","1,338.08","1,332.52","1,339.02","1,328.44","1.01B","0.85%"
"2018年12月10日","1,326.85","1,328.06","1,340.16","1,325.91","1.15B","-1.06%"
"2018年12月7日","1,341.02","1,344.13","1,349.26","1,334.39","1.15B","-0.35%"
"2018年12月6日","1,345.76","1,371.34","1,376.32","1,342.81","1.48B","-2.61%"
"2018年12月5日","1,381.77","1,359.27","1,391.03","1,355.70","1.57B","0.22%"
"2018年12月4日","1,378.75","1,370.29","1,378.99","1,366.49","1.35B","0.43%"
"2018年12月3日","1,372.79","1,365.90","1,380.82","1,358.10","1.98B","3.26%"
"2018年11月30日","1,329.39","1,309.89","1,332.93","1,304.66","1.15B","1.27%"
"2018年11月29日","1,312.72","1,347.74","1,351.98","1,312.72","1.40B","-2.11%"
"2018年11月28日","1,341.08","1,314.53","1,341.51","1,305.02","1.52B","1.95%"
"2018年11月27日","1,315.43","1,314.09","1,322.41","1,307.20","1.11B","0.83%"
