,emd_涨跌幅_cy_1,emd_涨跌幅_cy_2,emd_涨跌幅_cy_3,emd_涨跌幅_cy_4,emd_涨跌幅_cy_5,emd_涨跌幅_cy_6,emd_涨跌幅_cy_7
0,0.29832318973459504,-1.972296000678754,1.849848274941741,-1.2059733668456445,-1.2459644896702946,1.0955129228340166,-1.165342212714763
1,1.36945876977482,-0.2609917981004968,-1.7320512610964158,-1.1728484154496748,1.7399933091319246,0.059579427350712755,-1.034574134979397
2,-1.3438488492665939,1.2049140177651458,-1.0366584500005434,0.8492301666258218,0.7958577719426323,-1.0679102054554166,1.7780898084427412
3,-2.6898648067898803,3.331180999496808,1.686320639776102,-3.257950230205494,-1.7279227847930976,2.3324017036639106,0.2221331972409234
4,-0.6391713361034174,-1.056843176939652,0.640869938622588,-0.24537746116608763,0.056866078913905195,-0.25921166376320776,0.2805566127824713
5,1.5084308151158532,-2.1336796957033908,2.5753631190591193,-0.42189624130663483,-2.9229873546935012,-2.550763871343248,2.61901772069885
6,0.8467592700348645,-1.7196011903402149,1.2184863511346704,-0.9165771181418685,0.9209177357986011,-1.0593574038973275,1.0840793121896195
7,-0.9652224176033717,-0.7040848715158514,0.7978348453328661,-0.9142140870665469,0.2458624911843963,1.3664796458312447,-1.1490908544470972
8,-1.535295264355247,-0.2557306036923504,1.227121070747861,1.0853703714102787,-0.7716163753111289,0.6582101766739336,-0.6947884183713604
9,0.8756638891571997,0.11165579764076716,-1.4338472345586317,1.6920597041328858,-1.9003220108462913,-0.7022152011948417,2.1172767359994022
10,-0.5050504233178104,-0.9306102554646252,-1.1703686748251638,-1.4752915957835473,1.1840688107676132,-1.0883795078647525,1.4174710393207821
11,1.3961717682567998,-2.6496515313677316,2.751197500629738,-2.2691119959618353,1.5823816090559546,-1.226377465229388,1.3884341627958192
12,-1.812019664621099,-1.6702088753297448,2.2208328401874597,-1.979717966740364,1.6722012479543584,-1.6345536179473013,-1.2810770980766963
13,1.002728436409075,2.695191738715877,0.48984287396167003,-2.518982845087211,1.9398866047470573,-1.3044289350227432,-0.8205982883545617
14,0.6808338186692858,-0.01628386816503513,-0.6940386525552107,0.6231598052542545,-0.45251488020024994,-0.24789967890819928,0.31522176889554937
15,-0.5382196583214742,0.856740322257034,-0.9649525689659973,0.6862670757855975,-0.2737629730412672,-0.046713982465067874,0.5918493777424016
16,-1.5581048469573,2.5120126132964167,-2.69982779909311,2.008198731220838,-1.0444114281301653,0.4377533041865739,0.04874498542305164
17,-0.5698740959082423,0.8910373783270541,-1.1311654738829053,0.12675158614645088,1.2190679222178469,-1.1439510573730023,1.120725462727088
18,-1.2327908825594207,1.4157010807075396,-1.476543250288716,-1.5860789880292598,-1.6150146396200729,-1.1755503261654037,1.1097473752374611
19,1.2982202734929742,-1.2909847055123034,0.23436261903745126,1.3417486929434284,-1.1660600152876242,0.8582600636140477,-0.6674765809850209
20,0.7808557230680917,-1.0964663036127529,-1.0062384863862437,1.5359768330381187,0.21052015263696233,-1.248615416188109,0.9854106494704369
21,-0.8338360351078622,0.8988814383994941,-1.1963838242764209,1.6972826884326513,-2.3191345334402227,2.0534151665022966,3.243496118288519
